table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
dvdrental,information_schema,attributes,attribute_udt_catalog,23,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,23,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,attributes,attribute_udt_schema,24,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,24,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,attributes,attribute_udt_name,25,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,25,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,attributes,scope_catalog,26,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,26,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,attributes,scope_schema,27,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,27,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,attributes,scope_name,28,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,28,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,attributes,maximum_cardinality,29,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,cardinal_number,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,29,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,attributes,dtd_identifier,30,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,30,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,attributes,is_derived_reference_attribute,31,NULL,YES,character varying,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,yes_or_no,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,31,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,character_sets,character_set_catalog,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,character_sets,character_set_schema,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,character_sets,character_set_name,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,character_sets,character_repertoire,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,character_sets,form_of_use,5,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,character_sets,default_collate_catalog,6,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,character_sets,default_collate_schema,7,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,character_sets,default_collate_name,8,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,8,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraint_routine_usage,constraint_catalog,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraint_routine_usage,constraint_schema,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraint_routine_usage,constraint_name,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraint_routine_usage,specific_catalog,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraint_routine_usage,specific_schema,5,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraint_routine_usage,specific_name,6,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraints,constraint_catalog,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraints,constraint_schema,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraints,constraint_name,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,check_constraints,check_clause,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,character_data,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collations,collation_catalog,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collations,collation_schema,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collations,collation_name,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collations,pad_attribute,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,character_data,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collation_character_set_applicability,collation_catalog,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collation_character_set_applicability,collation_schema,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collation_character_set_applicability,collation_name,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collation_character_set_applicability,character_set_catalog,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collation_character_set_applicability,character_set_schema,5,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,collation_character_set_applicability,character_set_name,6,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_domain_usage,domain_catalog,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_domain_usage,domain_schema,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_domain_usage,domain_name,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_domain_usage,table_catalog,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_domain_usage,table_schema,5,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_domain_usage,table_name,6,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_domain_usage,column_name,7,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_privileges,grantor,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_privileges,grantee,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_privileges,table_catalog,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_privileges,table_schema,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_privileges,table_name,5,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_privileges,column_name,6,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_privileges,privilege_type,7,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,character_data,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_privileges,is_grantable,8,NULL,YES,character varying,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,yes_or_no,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,8,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_udt_usage,udt_catalog,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_udt_usage,udt_schema,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_udt_usage,udt_name,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_udt_usage,table_catalog,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_udt_usage,table_schema,5,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_udt_usage,table_name,6,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,column_udt_usage,column_name,7,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,table_catalog,1,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,table_schema,2,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,table_name,3,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,column_name,4,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,sql_identifier,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,ordinal_position,5,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,cardinal_number,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,column_default,6,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,character_data,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,is_nullable,7,NULL,YES,character varying,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,yes_or_no,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,data_type,8,NULL,YES,character varying,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,character_data,dvdrental,pg_catalog,varchar,NULL,NULL,NULL,NULL,8,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,character_maximum_length,9,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,cardinal_number,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,9,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,character_octet_length,10,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,cardinal_number,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,10,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,numeric_precision,11,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,cardinal_number,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,11,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,numeric_precision_radix,12,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,cardinal_number,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,12,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,numeric_scale,13,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,cardinal_number,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,13,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,information_schema,columns,datetime_precision,14,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,information_schema,cardinal_number,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,14,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
