table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
dvdrental,pg_catalog,pg_transform,trftype,1,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_transform,trflang,2,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_transform,trffromsql,3,NULL,NO,regproc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,regproc,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_transform,trftosql,4,NULL,NO,regproc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,regproc,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_sequence,seqrelid,1,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_sequence,seqtypid,2,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_sequence,seqstart,3,NULL,NO,bigint,NULL,NULL,64,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,int8,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_sequence,seqincrement,4,NULL,NO,bigint,NULL,NULL,64,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,int8,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_sequence,seqmax,5,NULL,NO,bigint,NULL,NULL,64,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,int8,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_sequence,seqmin,6,NULL,NO,bigint,NULL,NULL,64,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,int8,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_sequence,seqcache,7,NULL,NO,bigint,NULL,NULL,64,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,int8,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_sequence,seqcycle,8,NULL,NO,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,8,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication,pubname,1,NULL,NO,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication,pubowner,2,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication,puballtables,3,NULL,NO,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication,pubinsert,4,NULL,NO,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication,pubupdate,5,NULL,NO,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication,pubdelete,6,NULL,NO,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication,pubtruncate,7,NULL,NO,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication_rel,prpubid,1,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_publication_rel,prrelid,2,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_subscription,subconninfo,5,NULL,NO,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_subscription,subsynccommit,7,NULL,NO,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_subscription_rel,srsubid,1,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_subscription_rel,srrelid,2,NULL,NO,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_subscription_rel,srsubstate,3,NULL,NO,"""char""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,char,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_subscription_rel,srsublsn,4,NULL,NO,pg_lsn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,pg_lsn,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_roles,rolname,1,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolsuper,2,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolinherit,3,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolcreaterole,4,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolcreatedb,5,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolcanlogin,6,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolreplication,7,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolconnlimit,8,NULL,YES,integer,NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,int4,NULL,NULL,NULL,NULL,8,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolpassword,9,NULL,YES,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,9,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolvaliduntil,10,NULL,YES,timestamp with time zone,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,timestamptz,NULL,NULL,NULL,NULL,10,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolbypassrls,11,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,11,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,rolconfig,12,NULL,YES,ARRAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,_text,NULL,NULL,NULL,NULL,12,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_roles,oid,13,NULL,YES,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,13,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,usename,1,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,usesysid,2,NULL,YES,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,usecreatedb,3,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,usesuper,4,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,userepl,5,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,usebypassrls,6,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,passwd,7,NULL,YES,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,valuntil,8,NULL,YES,abstime,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,abstime,NULL,NULL,NULL,NULL,8,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_shadow,useconfig,9,NULL,YES,ARRAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,_text,NULL,NULL,NULL,NULL,9,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_group,groname,1,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,YES
dvdrental,pg_catalog,pg_group,grosysid,2,NULL,YES,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_group,grolist,3,NULL,YES,ARRAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,_oid,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,usename,1,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,usesysid,2,NULL,YES,oid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,oid,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,usecreatedb,3,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,usesuper,4,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,userepl,5,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,usebypassrls,6,NULL,YES,boolean,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,bool,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,passwd,7,NULL,YES,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,valuntil,8,NULL,YES,abstime,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,abstime,NULL,NULL,NULL,NULL,8,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_user,useconfig,9,NULL,YES,ARRAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,_text,NULL,NULL,NULL,NULL,9,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_policies,schemaname,1,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_policies,tablename,2,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_policies,policyname,3,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_policies,permissive,4,NULL,YES,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_policies,roles,5,NULL,YES,ARRAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,_name,NULL,NULL,NULL,NULL,5,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_policies,cmd,6,NULL,YES,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,6,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_policies,qual,7,NULL,YES,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,7,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_policies,with_check,8,NULL,YES,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,8,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_rules,schemaname,1,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_rules,tablename,2,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_rules,rulename,3,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_rules,definition,4,NULL,YES,text,NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,text,NULL,NULL,NULL,NULL,4,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_views,schemaname,1,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,1,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_views,viewname,2,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,2,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
dvdrental,pg_catalog,pg_views,viewowner,3,NULL,YES,name,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dvdrental,pg_catalog,name,NULL,NULL,NULL,NULL,3,NO,NO,NULL,NULL,NULL,NULL,NULL,NO,NEVER,NULL,NO
